brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Skoda,Fabia,2007,Automatic,63866,Diesel,145,62.3,1.2,7529.97
Toyota,Corolla,2012,Manual,87842,Petrol,30,30.2,1.2,10984.47
Audi,Q5,2018,Automatic,45708,Hybrid,150,44.6,2.8,26964.47
Vauxhall,Corsa,2020,Automatic,11378,Electric,30,48.4,1.1,19268.25
Vauxhall,Grandland X,2023,Semi-Auto,24739,Diesel,145,44.6,1.3,18342.41
VW,Polo,2020,Semi-Auto,28071,Diesel,20,63.1,1.6,19208.58
Vauxhall,Mokka,2006,Manual,74402,Electric,150,37.5,1.5,4087.78
Audi,A5,2007,Semi-Auto,53055,Petrol,205,33.6,1.7,16926.57
Mercedes,GLC Class,2005,Automatic,111015,Electric,0,30.2,2.3,16679.67
Audi,A5,2023,Manual,7781,Petrol,0,45.7,2.4,32068.65
Mercedes,E Class,2017,Semi-Auto,69002,Hybrid,0,77.9,1.8,27695.76
VW,Tiguan,2022,Automatic,3781,Hybrid,555,43.9,2.3,25261.38
Ford,Fiesta,2023,Manual,994,Petrol,0,29.1,1.3,21113.05
VW,Passat,2014,Automatic,44550,Diesel,145,53.3,1.9,14105.79
Toyota,Yaris,2006,Automatic,71093,Electric,125,49.8,1.3,7673.36
Ford,Focus,2008,Semi-Auto,48365,Electric,125,68.9,1.2,6666.55
Vauxhall,Crossland X,2021,Manual,7566,Hybrid,20,46.0,1.1,18135.56
Skoda,Kodiaq,2014,Semi-Auto,54937,Hybrid,150,66.7,1.9,13998.57
Skoda,Kodiaq,2019,Semi-Auto,45969,Hybrid,125,72.9,1.2,17565.39
Skoda,Citigo,2018,Semi-Auto,21343,Hybrid,0,70.7,1.1,16757.83
Vauxhall,Insignia,2013,Semi-Auto,129259,Diesel,30,56.8,1.1,6435.58
Audi,A4,2009,Manual,48819,Petrol,555,35.6,2.5,17942.48
Audi,A5,2009,Automatic,116045,Diesel,555,78.8,2.1,18359.79
Audi,A4,2018,Manual,85549,Petrol,205,31.3,2.3,26870.23
BMW,1 Series,2021,Semi-Auto,29789,Petrol,205,61.4,2.8,32168.59
Vauxhall,Crossland X,2019,Semi-Auto,20122,Diesel,205,45.9,1.9,17259.09
Hyundai,Santa Fe,2020,Semi-Auto,47582,Diesel,30,67.9,1.9,18916.52
BMW,X5,2022,Semi-Auto,11213,Electric,0,32.6,1.7,30108.38
Mercedes,GLC Class,2012,Semi-Auto,58172,Petrol,30,58.4,2.0,26983.5
Hyundai,Kona,2006,Automatic,65038,Electric,20,29.0,1.6,4943.87
VW,Polo,2023,Automatic,68295,Petrol,150,38.5,2.4,21811.77
Ford,Mondeo,2019,Semi-Auto,60087,Diesel,0,35.4,1.5,16809.3
Mercedes,A Class,2006,Manual,57963,Diesel,30,52.4,1.7,17516.95
VW,T-Roc,2014,Manual,73045,Petrol,555,52.2,1.6,12862.87
Vauxhall,Insignia,2006,Manual,57740,Diesel,125,38.2,1.7,4933.21
Toyota,Land Cruiser,2013,Automatic,62749,Petrol,150,44.4,2.2,15737.62
Vauxhall,Corsa,2018,Automatic,18041,Electric,20,54.3,1.1,15575.03
Audi,A3,2006,Manual,52635,Hybrid,150,47.2,2.9,17641.66
Vauxhall,Mokka,2014,Automatic,61883,Electric,20,64.6,1.9,15494.72
Vauxhall,Corsa,2020,Semi-Auto,22579,Electric,0,64.7,1.3,17275.95
Vauxhall,Grandland X,2010,Manual,62933,Diesel,555,44.1,1.5,7226.91
Hyundai,Tucson,2009,Manual,45273,Petrol,205,59.2,1.7,7861.31
Ford,Galaxy,2006,Automatic,85697,Electric,125,66.2,1.2,5253.3
BMW,X1,2021,Semi-Auto,17198,Diesel,205,64.3,2.9,30782.7
Ford,Kuga,2012,Automatic,62612,Hybrid,145,44.6,1.9,14179.61
VW,T-Roc,2014,Manual,28527,Diesel,0,67.8,1.4,14362.69
Hyundai,Ioniq,2013,Manual,34253,Electric,30,51.3,1.8,12784.91
Toyota,Yaris,2014,Semi-Auto,28553,Hybrid,20,35.3,1.8,15591.57
Audi,Q2,2014,Semi-Auto,27880,Electric,555,51.8,1.0,20515.24
Vauxhall,Astra,2022,Semi-Auto,13182,Electric,205,59.0,1.3,17113.7
VW,Polo,2020,Manual,43922,Hybrid,555,66.0,1.5,20123.15
BMW,1 Series,2019,Manual,35114,Electric,150,43.4,2.3,27045.78
Skoda,Kodiaq,2006,Manual,53652,Electric,125,31.0,1.3,4274.08
BMW,5 Series,2018,Automatic,39977,Hybrid,0,37.1,2.7,30211.93
Vauxhall,Crossland X,2016,Semi-Auto,35855,Electric,150,59.0,2.0,15242.76
VW,Polo,2011,Semi-Auto,70101,Diesel,555,66.2,2.1,12013.75
Vauxhall,Insignia,2017,Automatic,28086,Diesel,205,66.8,1.2,13027.41
Toyota,Land Cruiser,2012,Semi-Auto,56414,Electric,0,68.4,1.2,13230.61
Mercedes,C Class,2020,Semi-Auto,16393,Electric,145,57.5,2.1,31564.53
Audi,A6,2016,Manual,21298,Electric,30,66.6,2.6,26890.54
Skoda,Kodiaq,2007,Automatic,54253,Petrol,205,54.7,1.1,6508.04
Skoda,Kodiaq,2010,Automatic,43555,Diesel,125,60.0,1.5,8679.32
Toyota,Yaris,2013,Automatic,58809,Petrol,555,37.0,2.2,16807.95
Vauxhall,Grandland X,2012,Manual,50277,Diesel,0,70.4,1.6,9101.29
Ford,Mondeo,2019,Automatic,97734,Electric,205,67.9,2.0,17181.88
Hyundai,Ioniq,2008,Semi-Auto,72989,Petrol,0,58.5,1.2,7221.03
Hyundai,Santa Fe,2019,Automatic,74780,Hybrid,30,71.8,1.1,15500.85
Audi,A3,2007,Automatic,52917,Petrol,125,67.7,1.8,16637.5
Toyota,RAV4,2015,Manual,40323,Diesel,145,69.6,1.7,19670.35
Vauxhall,Crossland X,2008,Manual,61012,Hybrid,555,68.0,1.3,4656.81
Hyundai,Kona,2014,Manual,91431,Petrol,0,28.4,1.5,11075.58
Skoda,Kodiaq,2009,Manual,49707,Diesel,555,65.0,1.3,8222.3
Toyota,Land Cruiser,2018,Semi-Auto,26528,Electric,205,29.6,2.1,17206.04
Toyota,Corolla,2016,Manual,30553,Diesel,125,55.5,1.8,17362.79
BMW,1 Series,2019,Automatic,30251,Hybrid,125,36.1,2.2,31694.71
BMW,1 Series,2020,Semi-Auto,17671,Electric,125,41.5,1.8,30119.2
Toyota,Corolla,2007,Semi-Auto,55591,Hybrid,150,56.6,1.1,6798.96
Vauxhall,Grandland X,2022,Automatic,8834,Petrol,0,58.9,1.2,19561.12
Hyundai,i30,2010,Semi-Auto,39860,Petrol,555,67.9,1.2,8373.74
Skoda,Octavia,2014,Automatic,27394,Electric,0,57.3,1.5,13834.83
Mercedes,E Class,2016,Automatic,26631,Electric,30,68.6,1.4,27553.51
VW,Polo,2022,Semi-Auto,14480,Petrol,20,29.5,1.3,20114.43
Toyota,Yaris,2022,Semi-Auto,51861,Petrol,125,25.4,1.1,18360.96
Audi,A3,2016,Manual,72753,Hybrid,30,65.3,2.5,25616.94
Vauxhall,Grandland X,2005,Manual,61999,Hybrid,205,36.7,1.4,2721.15
Hyundai,Ioniq,2022,Automatic,24954,Hybrid,30,78.2,1.1,20849.43
VW,T-Cross,2008,Automatic,67247,Hybrid,0,47.7,1.4,8251.34
Skoda,Superb,2023,Manual,12681,Diesel,125,67.9,1.2,19482.03
Skoda,Superb,2018,Automatic,63511,Hybrid,125,62.3,1.2,15422.63
Skoda,Superb,2009,Automatic,62315,Hybrid,555,50.6,1.1,6864.65
VW,T-Roc,2012,Manual,56215,Diesel,150,52.1,1.7,12183.77
Toyota,RAV4,2020,Automatic,26533,Electric,125,45.4,2.3,22141.54
Vauxhall,Insignia,2016,Semi-Auto,22366,Petrol,205,48.3,1.7,14392.14
Toyota,Corolla,2009,Manual,56747,Electric,145,34.8,2.3,10856.68
VW,T-Roc,2022,Semi-Auto,6530,Hybrid,0,76.5,2.5,25586.7
BMW,1 Series,2015,Manual,24314,Petrol,30,61.0,2.3,26539.18
Toyota,Corolla,2008,Automatic,65579,Petrol,0,61.5,1.2,9578.39
Skoda,Kamiq,2012,Semi-Auto,65424,Hybrid,0,69.7,1.6,9472.28
VW,Golf,2016,Manual,27619,Electric,555,57.7,2.3,16548.58
Hyundai,Santa Fe,2022,Manual,8340,Electric,205,62.2,1.4,21443.07
Vauxhall,Corsa,2017,Manual,32441,Hybrid,20,76.9,2.0,16637.65
Vauxhall,Insignia,2010,Semi-Auto,76483,Petrol,0,67.9,1.1,7132.78
Skoda,Superb,2006,Semi-Auto,59266,Diesel,125,46.0,1.7,5008.2
Toyota,C-HR,2012,Semi-Auto,59820,Hybrid,0,67.5,2.0,15188.78
BMW,X5,2011,Manual,95278,Petrol,30,32.7,1.6,18480.92
Vauxhall,Astra,2010,Manual,59869,Electric,145,28.0,1.2,5803.63
BMW,4 Series,2022,Automatic,27198,Diesel,145,45.9,2.5,31682.11
Audi,Q2,2022,Semi-Auto,3414,Diesel,30,54.6,1.6,29191.94
Hyundai,Ioniq,2009,Semi-Auto,72581,Electric,205,31.9,1.1,7601.71
Toyota,Prius,2012,Automatic,56223,Petrol,30,45.2,2.3,17261.97
Toyota,C-HR,2011,Manual,46001,Petrol,0,48.7,1.3,12847.01
Audi,A4,2012,Automatic,85752,Electric,205,59.9,1.1,16916.15
Audi,A5,2007,Semi-Auto,71185,Petrol,125,36.0,1.9,13602.13
Toyota,Aygo,2010,Manual,54319,Diesel,145,39.1,1.3,11240.74
Skoda,Karoq,2013,Automatic,46534,Electric,150,28.7,1.4,11659.37
Ford,Focus,2021,Automatic,8931,Hybrid,150,54.8,1.6,20438.43
Audi,Q3,2019,Automatic,31481,Petrol,125,31.0,1.4,24712.52
Vauxhall,Insignia,2005,Automatic,58858,Petrol,145,29.7,1.9,2621.14
Toyota,Corolla,2014,Manual,67214,Petrol,125,39.8,2.1,15969.24
Hyundai,Kona,2015,Automatic,41094,Diesel,30,77.1,1.8,15323.9
Toyota,Corolla,2006,Automatic,53645,Petrol,20,70.0,1.2,8034.49
VW,T-Cross,2022,Automatic,10340,Diesel,0,48.5,2.0,25331.32
Hyundai,Ioniq,2006,Manual,54346,Electric,20,66.1,1.5,4286.3
Hyundai,i30,2018,Automatic,18508,Petrol,205,61.0,1.4,15454.49
Skoda,Superb,2007,Manual,62193,Petrol,145,47.2,1.7,6274.74
Vauxhall,Astra,2018,Semi-Auto,23940,Diesel,205,73.2,1.2,15493.83
VW,Tiguan,2019,Semi-Auto,24817,Diesel,125,74.4,1.7,21138.24
VW,T-Roc,2017,Automatic,22222,Electric,125,69.4,2.1,20185.24
Mercedes,GLC Class,2009,Manual,83074,Petrol,125,48.0,2.5,22970.85
BMW,X3,2021,Manual,7816,Diesel,150,60.9,2.6,33618.11
Hyundai,Santa Fe,2014,Manual,27437,Petrol,0,43.3,1.3,12771.46
Vauxhall,Astra,2016,Manual,38562,Electric,150,68.3,1.5,13864.61
Ford,EcoSport,2022,Manual,7796,Hybrid,0,79.0,1.2,20657.04
Hyundai,Tucson,2008,Manual,70586,Petrol,0,53.2,1.9,6570.04
Skoda,Citigo,2005,Manual,57787,Petrol,150,57.3,1.9,5744.39
Audi,A1,2022,Automatic,20479,Electric,205,37.2,1.3,27483.49
Ford,Puma,2008,Semi-Auto,69483,Electric,0,30.8,1.4,6860.95
Skoda,Kamiq,2012,Automatic,35350,Hybrid,555,38.5,1.8,13756.62
Ford,Focus,2023,Semi-Auto,22950,Hybrid,145,70.8,1.2,19967.99
Ford,Mondeo,2015,Automatic,51789,Petrol,150,51.2,1.6,15460.66
Vauxhall,Mokka,2018,Semi-Auto,53090,Petrol,150,38.3,1.6,12691.06
Toyota,Yaris,2008,Semi-Auto,106510,Petrol,145,33.3,2.2,10279.73
VW,Tiguan,2020,Automatic,20986,Hybrid,555,74.3,1.2,19203.22
Ford,Puma,2012,Automatic,34985,Hybrid,0,59.8,1.1,14053.69
VW,Golf,2011,Manual,62969,Hybrid,0,64.8,1.3,11480.35
Ford,Kuga,2009,Manual,46519,Petrol,0,59.9,1.7,10481.1
Mercedes,B Class,2018,Automatic,38409,Petrol,150,49.5,2.2,32203.93
Hyundai,i30,2017,Semi-Auto,27898,Petrol,150,68.0,1.6,14989.23
Audi,Q3,2007,Semi-Auto,48226,Petrol,20,54.3,1.5,15112.91
Vauxhall,Grandland X,2022,Automatic,62520,Petrol,205,33.3,1.4,14672.9
Toyota,RAV4,2021,Semi-Auto,62615,Hybrid,125,41.3,2.1,20453.69
Hyundai,Kona,2014,Semi-Auto,30567,Hybrid,150,39.1,1.4,10991.57
Mercedes,GLA Class,2016,Automatic,52110,Electric,20,55.6,2.7,28308.78
Vauxhall,Corsa,2014,Automatic,28938,Hybrid,20,48.9,1.6,13191.47
Skoda,Fabia,2017,Manual,26921,Hybrid,125,38.2,1.3,14393.4
BMW,4 Series,2009,Manual,119488,Petrol,0,61.1,2.5,17162.67
Mercedes,GLA Class,2008,Semi-Auto,47654,Electric,0,25.5,2.7,22829.93
Vauxhall,Astra,2018,Manual,56890,Electric,150,48.1,1.9,14766.94
BMW,X3,2014,Automatic,37026,Petrol,0,44.1,2.5,25619.24
Audi,Q2,2022,Automatic,27933,Hybrid,30,50.6,2.9,32440.4
VW,Golf,2020,Manual,81133,Hybrid,20,75.2,2.2,19766.59
BMW,X3,2018,Semi-Auto,19148,Electric,125,37.1,1.7,30647.7
Ford,Kuga,2015,Semi-Auto,44090,Hybrid,20,51.5,1.7,16174.95
Hyundai,i20,2020,Semi-Auto,9528,Diesel,30,51.5,1.2,18110.75
Hyundai,Kona,2022,Manual,18913,Electric,205,51.6,1.1,16338.96
Vauxhall,Mokka,2018,Automatic,19672,Diesel,30,63.3,1.8,17825.49
Mercedes,GLC Class,2019,Semi-Auto,18465,Petrol,555,39.8,2.1,31620.54
Skoda,Kodiaq,2007,Manual,85385,Petrol,125,37.5,1.3,6367.34
Toyota,C-HR,2018,Manual,22009,Petrol,0,44.5,1.3,18179.39
Toyota,Yaris,2014,Automatic,37050,Hybrid,30,55.9,2.4,18796.09
Vauxhall,Astra,2014,Semi-Auto,29002,Hybrid,555,52.5,1.7,10938.97
Skoda,Citigo,2008,Automatic,49204,Hybrid,125,73.7,1.5,7517.76
Hyundai,Tucson,2011,Automatic,68885,Electric,145,69.2,2.0,10311.35
Mercedes,E Class,2008,Semi-Auto,55700,Electric,145,62.2,2.1,19993.59
Mercedes,C Class,2016,Automatic,32373,Electric,555,26.7,1.4,26862.94
Vauxhall,Mokka,2007,Automatic,81695,Hybrid,205,75.3,1.1,2105.24
Mercedes,A Class,2015,Manual,58216,Hybrid,30,61.9,1.5,25341.57
Ford,Puma,2017,Automatic,50156,Electric,150,54.6,1.2,15422.28
Vauxhall,Astra,2008,Automatic,47562,Electric,125,61.7,1.3,7430.42
Ford,Mondeo,2018,Manual,56584,Electric,145,46.1,1.6,17247.29
Hyundai,Santa Fe,2013,Semi-Auto,120871,Diesel,20,66.9,1.2,10220.26
VW,Touareg,2005,Semi-Auto,82083,Hybrid,0,73.6,2.2,9648.14
Audi,Q3,2022,Automatic,8282,Electric,0,61.1,2.9,33641.82
Ford,Galaxy,2023,Semi-Auto,8459,Diesel,205,50.5,1.0,18982.48
Hyundai,i20,2017,Semi-Auto,20902,Petrol,30,45.4,1.8,14161.88
VW,Touareg,2010,Semi-Auto,106178,Petrol,30,32.2,2.4,8713.52
Toyota,Yaris,2008,Manual,68943,Electric,30,45.5,2.1,11143.57
Skoda,Octavia,2006,Semi-Auto,97689,Electric,20,36.4,1.8,4600.61
Toyota,Prius,2021,Manual,20348,Petrol,20,32.3,1.4,20023.51
Ford,Puma,2020,Manual,14238,Petrol,145,59.0,1.8,20439.3
Ford,Mondeo,2020,Automatic,14296,Hybrid,555,59.5,1.2,18972.91
Ford,Kuga,2009,Semi-Auto,63514,Hybrid,0,38.6,1.5,10348.16
Toyota,Corolla,2006,Automatic,74172,Hybrid,150,72.3,1.8,8197.51
Hyundai,i10,2018,Semi-Auto,35022,Electric,145,52.5,1.0,14198.46
VW,Touareg,2022,Semi-Auto,19067,Hybrid,555,47.2,1.3,18273.52
Hyundai,i20,2022,Automatic,23424,Hybrid,125,72.1,1.3,20787.43
Ford,Focus,2021,Manual,41379,Electric,0,69.6,1.1,16376.25
VW,Golf,2009,Automatic,64879,Petrol,125,27.5,1.8,10482.54
Mercedes,GLA Class,2020,Semi-Auto,64501,Hybrid,125,63.4,3.0,32245.01
Hyundai,Tucson,2019,Automatic,15227,Diesel,145,59.8,1.4,16666.58
Skoda,Octavia,2023,Manual,26690,Electric,20,63.9,1.5,19582.04
Hyundai,Kona,2009,Manual,83580,Petrol,205,57.7,1.9,7606.03
Vauxhall,Insignia,2017,Automatic,34314,Hybrid,125,65.0,1.5,13935.31
Hyundai,i30,2017,Semi-Auto,24856,Diesel,30,65.2,1.5,13606.48
VW,Golf,2010,Semi-Auto,51157,Petrol,555,66.9,2.5,14026.16
Vauxhall,Crossland X,2020,Manual,38701,Petrol,30,39.1,1.5,13469.68
VW,T-Cross,2006,Semi-Auto,73445,Electric,205,31.3,1.1,5197.3
VW,Polo,2006,Automatic,87667,Hybrid,205,70.3,2.3,7400.21
Hyundai,i20,2005,Manual,55412,Hybrid,30,51.9,1.8,5121.99
BMW,5 Series,2023,Manual,20383,Diesel,205,59.1,2.5,32455.42
Vauxhall,Astra,2008,Automatic,49750,Hybrid,145,72.6,1.7,9355.73
Ford,Mondeo,2018,Automatic,66354,Hybrid,150,40.3,1.7,18011.21
VW,Polo,2010,Manual,42701,Diesel,30,39.1,2.0,11150.22
BMW,1 Series,2023,Semi-Auto,16661,Petrol,30,66.6,1.7,31954.5
Audi,A3,2022,Automatic,19054,Hybrid,555,49.6,2.5,32662.82
Hyundai,i10,2021,Manual,6087,Electric,125,31.6,1.3,16995.44
VW,Polo,2008,Semi-Auto,59686,Hybrid,205,73.3,1.8,10755.18
Hyundai,i20,2013,Semi-Auto,30880,Hybrid,125,68.2,1.7,11386.01
Toyota,Aygo,2017,Semi-Auto,53622,Electric,145,58.9,1.8,18243.94
Audi,Q7,2016,Automatic,24310,Diesel,30,66.6,1.2,24060.35
Toyota,Yaris,2009,Automatic,61907,Diesel,205,65.5,1.3,11454.43
Vauxhall,Corsa,2022,Semi-Auto,29230,Hybrid,125,64.6,1.4,20384.26
Ford,Puma,2014,Manual,28981,Petrol,205,42.7,1.7,11251.13
Vauxhall,Insignia,2013,Automatic,101958,Petrol,145,29.5,1.9,10379.73
Vauxhall,Insignia,2018,Semi-Auto,53914,Hybrid,0,60.7,1.2,13963.46
Vauxhall,Corsa,2009,Semi-Auto,50518,Petrol,555,36.3,1.6,7013.23
Toyota,Corolla,2009,Manual,88228,Hybrid,145,43.3,1.6,10863.84
Vauxhall,Corsa,2022,Manual,29667,Diesel,20,79.5,2.0,19135.23
Mercedes,GLC Class,2012,Semi-Auto,33370,Petrol,150,37.9,1.4,24567.84
VW,Golf,2017,Manual,22494,Electric,0,64.4,2.1,18962.37
Vauxhall,Mokka,2006,Semi-Auto,64273,Electric,30,64.1,1.3,2813.17
Ford,Galaxy,2007,Semi-Auto,78151,Petrol,145,47.2,1.4,6192.48
VW,Polo,2021,Automatic,13114,Diesel,205,63.2,1.0,20747.5
Hyundai,Santa Fe,2018,Automatic,25563,Hybrid,205,73.0,1.1,14463.09
Hyundai,i20,2018,Manual,65586,Petrol,205,39.3,2.0,15156.51
Skoda,Superb,2010,Semi-Auto,47902,Diesel,20,72.3,1.5,10835.44
VW,Touareg,2013,Automatic,37876,Petrol,205,63.5,2.1,16409.42
Ford,Galaxy,2012,Automatic,65692,Petrol,555,61.6,1.2,9038.72
Audi,A6,2018,Manual,22443,Electric,205,46.8,1.9,25350.24
Mercedes,A Class,2021,Manual,7430,Hybrid,20,37.3,2.9,32896.78
Ford,EcoSport,2012,Semi-Auto,57164,Diesel,0,41.6,1.8,10390.33
Ford,EcoSport,2019,Automatic,19146,Petrol,125,62.4,1.8,23865.37
Mercedes,E Class,2009,Automatic,89008,Petrol,125,44.5,2.9,24792.73
VW,Passat,2018,Semi-Auto,41095,Electric,150,53.1,1.5,16760.97
Hyundai,Tucson,2017,Semi-Auto,20200,Petrol,30,53.1,1.2,14797.43
Vauxhall,Mokka,2007,Semi-Auto,48656,Diesel,555,45.7,1.9,7472.21
Skoda,Kodiaq,2005,Semi-Auto,56870,Diesel,125,76.6,1.0,5900.3
Hyundai,Ioniq,2017,Manual,45459,Petrol,555,69.2,1.3,15587.24
BMW,X1,2007,Manual,73476,Diesel,30,37.4,2.8,20539.36
Ford,Kuga,2021,Automatic,23117,Petrol,125,26.8,1.2,19362.28
Vauxhall,Mokka,2016,Semi-Auto,27043,Electric,125,44.6,1.6,15079.08
Mercedes,A Class,2022,Manual,14142,Diesel,145,79.4,2.1,33444.36
VW,Golf,2020,Semi-Auto,9502,Hybrid,555,75.7,1.9,21564.06
Ford,Galaxy,2010,Semi-Auto,105970,Petrol,145,51.6,1.1,6052.78
Toyota,C-HR,2016,Automatic,37053,Hybrid,205,62.7,1.7,16007.08
Hyundai,i20,2020,Manual,14932,Petrol,555,39.4,1.6,17423.77
Audi,Q7,2019,Manual,12424,Electric,20,48.8,1.6,25432.19
Vauxhall,Corsa,2011,Automatic,40411,Electric,30,34.8,1.4,7183.41
Mercedes,B Class,2022,Manual,4828,Electric,125,37.4,2.3,34604.2
VW,T-Cross,2015,Semi-Auto,79220,Hybrid,555,63.5,1.2,13501.95
Ford,Kuga,2013,Automatic,49246,Electric,555,34.1,1.3,12181.12
Ford,Mondeo,2006,Manual,81224,Hybrid,30,58.3,1.9,5576.8
Hyundai,Tucson,2010,Semi-Auto,64882,Electric,150,68.7,1.5,7161.57
Audi,Q3,2018,Manual,66743,Petrol,150,28.9,2.7,26671.33
Skoda,Kamiq,2017,Semi-Auto,21957,Petrol,0,68.9,1.1,14518.04
Hyundai,i30,2016,Semi-Auto,23789,Petrol,0,49.5,1.8,15406.72
Audi,Q3,2017,Automatic,53052,Petrol,555,63.2,1.7,25401.49
Vauxhall,Insignia,2010,Automatic,62519,Petrol,0,44.6,1.2,7162.67
VW,Touareg,2013,Automatic,51943,Diesel,205,76.3,1.8,14574.22
Hyundai,Santa Fe,2012,Semi-Auto,68447,Diesel,205,73.4,1.8,10647.92
BMW,1 Series,2020,Automatic,12748,Electric,20,64.4,1.8,32221.63
Toyota,Yaris,2005,Automatic,67165,Petrol,0,29.1,1.6,5456.97
Audi,A6,2020,Manual,13429,Petrol,0,39.9,1.7,26867.25
Audi,A5,2015,Automatic,25667,Electric,0,46.8,2.8,25104.44
Ford,Fiesta,2006,Automatic,69448,Hybrid,150,77.3,1.9,7849.43
Audi,A3,2022,Semi-Auto,6474,Petrol,150,27.6,2.8,32357.34
Ford,EcoSport,2013,Manual,33874,Diesel,145,50.6,1.1,11409.89
Hyundai,Santa Fe,2011,Semi-Auto,36796,Diesel,20,44.5,1.7,11191.87
Ford,Mondeo,2014,Manual,39490,Petrol,125,48.2,1.1,12506.25
Hyundai,Santa Fe,2005,Manual,67419,Electric,30,35.7,1.6,4623.71
Vauxhall,Crossland X,2023,Manual,39329,Hybrid,555,65.3,1.8,20349.34
Mercedes,C Class,2020,Automatic,43062,Diesel,20,63.5,1.3,31411.61
BMW,1 Series,2019,Automatic,27697,Petrol,555,62.6,2.7,32378.75
Toyota,Prius,2017,Semi-Auto,26783,Hybrid,125,79.4,1.5,20787.95
Mercedes,GLC Class,2011,Automatic,52826,Diesel,145,69.9,1.9,24184.17
Hyundai,Tucson,2006,Manual,57591,Petrol,0,67.7,1.5,3511.86
Hyundai,i20,2017,Manual,20622,Diesel,150,56.6,1.4,15821.81
Audi,Q3,2005,Semi-Auto,63595,Petrol,150,68.1,1.4,12707.56
BMW,2 Series,2017,Manual,45566,Electric,145,65.4,2.3,27198.85
Skoda,Karoq,2019,Automatic,14440,Diesel,150,74.1,1.4,17102.15
Hyundai,i10,2012,Semi-Auto,35984,Diesel,0,70.3,1.8,13462.94
Ford,Puma,2012,Manual,37799,Diesel,30,62.8,1.4,13344.03
Vauxhall,Astra,2021,Semi-Auto,18865,Petrol,0,52.2,1.1,16400.23
Audi,Q5,2015,Manual,24387,Petrol,125,33.4,1.0,20648.98
Mercedes,A Class,2023,Automatic,21110,Electric,150,46.1,1.9,33737.87
Toyota,Corolla,2016,Automatic,32242,Petrol,125,44.9,2.1,21850.76
Audi,A5,2010,Automatic,56022,Diesel,30,48.1,2.6,19477.78
Ford,Fiesta,2011,Automatic,52537,Hybrid,20,44.8,1.7,11968.36
Hyundai,Ioniq,2012,Manual,35860,Petrol,30,38.0,1.6,10277.05
Skoda,Superb,2005,Manual,74909,Petrol,0,51.8,1.8,4859.25
Skoda,Kodiaq,2021,Semi-Auto,23526,Diesel,555,36.1,1.0,17252.51
Skoda,Fabia,2006,Manual,52163,Diesel,125,52.7,1.3,3711.61
BMW,X3,2005,Semi-Auto,72793,Diesel,20,63.7,1.8,18217.94
Mercedes,B Class,2021,Semi-Auto,51166,Hybrid,125,57.2,1.8,31912.81
Audi,Q2,2012,Semi-Auto,70990,Electric,125,47.0,1.3,18213.32
Audi,A1,2023,Semi-Auto,1567,Electric,30,66.9,2.5,32989.52
Skoda,Fabia,2019,Automatic,13005,Diesel,555,75.7,1.6,19134.81
Mercedes,GLA Class,2022,Manual,36705,Diesel,30,39.3,2.9,36030.32
Audi,A5,2020,Semi-Auto,16506,Electric,145,39.0,2.2,29685.22
Hyundai,i10,2014,Manual,76379,Petrol,555,48.8,1.2,8995.89
VW,T-Cross,2010,Automatic,40837,Hybrid,555,70.1,1.4,12383.08
BMW,5 Series,2010,Automatic,46582,Hybrid,150,59.2,1.5,21228.4
Toyota,Land Cruiser,2012,Automatic,41776,Petrol,150,49.5,1.3,12582.52
Ford,Fiesta,2009,Manual,46313,Petrol,205,53.9,1.8,9465.12
Mercedes,GLA Class,2016,Automatic,58515,Petrol,205,41.6,2.8,32209.32
Mercedes,GLA Class,2020,Manual,13152,Diesel,20,41.1,2.8,34669.85
VW,T-Roc,2005,Manual,89282,Hybrid,145,67.7,2.1,7286.34
Ford,Galaxy,2012,Automatic,81735,Hybrid,20,35.4,1.6,12131.82
Toyota,RAV4,2022,Automatic,40264,Petrol,125,49.8,2.4,25590.1
Skoda,Karoq,2017,Manual,20227,Electric,145,31.4,1.9,16876.23
Toyota,Prius,2010,Semi-Auto,45317,Hybrid,555,40.5,1.5,9492.64
Vauxhall,Astra,2012,Semi-Auto,46748,Hybrid,30,78.9,1.9,12048.81
Vauxhall,Mokka,2022,Semi-Auto,7946,Electric,555,55.7,1.9,19378.3
Audi,Q2,2023,Automatic,22211,Hybrid,205,76.4,2.8,33892.63
BMW,X5,2012,Semi-Auto,53821,Diesel,145,53.9,2.1,23295.23
Mercedes,E Class,2005,Semi-Auto,55821,Electric,20,52.4,1.8,17080.27
Ford,Puma,2005,Manual,67445,Electric,555,27.5,1.9,4366.6
BMW,2 Series,2005,Semi-Auto,62361,Hybrid,30,75.1,2.3,18311.07
Hyundai,i20,2016,Automatic,24500,Electric,0,61.3,1.6,14220.26
Audi,Q7,2022,Manual,11928,Hybrid,145,59.3,2.1,30661.12
Toyota,Land Cruiser,2015,Semi-Auto,36972,Petrol,30,33.1,2.0,18444.21
Ford,EcoSport,2018,Manual,31158,Electric,30,28.7,1.8,17642.31
BMW,X5,2010,Automatic,47656,Hybrid,205,65.9,2.7,25724.56
Toyota,C-HR,2021,Manual,7256,Diesel,205,64.7,2.2,23399.57
Vauxhall,Mokka,2018,Automatic,39438,Electric,145,41.7,1.4,15691.55
VW,T-Roc,2012,Semi-Auto,33260,Electric,150,54.7,2.2,15583.01
